,RK,TEAM,RECORD,PTS,POLL,SEASON,WEEK,TITLE,TEAM_PARSED
16,15,Syracuse,6-0,662,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Syracuse
17,16,Arizona,3-1,652,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Arizona
18,17,Wichita State,4-0,635,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Wichita State
19,18,Georgetown,3-1,628,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Georgetown
20,19,Butler,7-0,572,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Butler
21,20,Connecticut,5-0,516,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Connecticut
22,21,Georgia Tech,5-1,511,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Georgia Tech
23,22,Gonzaga,6-1,421,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Gonzaga
24,23,Maryland,7-0,376,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Maryland
25,24,Nevada,5-0,349,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Nevada
26,25,Virginia,4-0,91,AP Top 25,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Virginia
2,1,Ohio State (11),6-0,740,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Ohio State
3,2,UCLA (13),4-0,734,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),UCLA
4,3,Pittsburgh (5),6-0,708,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Pittsburgh
5,4,Florida (2),6-1,690,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Florida
6,5,Kansas,5-1,572,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Kansas
7,6,North Carolina,4-1,571,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),North Carolina
8,7,Alabama,5-0,566,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Alabama
9,8,Texas A&M,5-0,532,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Texas A&M
10,9,Marquette,6-0,450,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Marquette
11,10,Duke,5-1,424,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Duke
12,11,Washington,5-0,393,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Washington
13,12,LSU,2-1,379,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),LSU
14,13,Wisconsin,5-1,373,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Wisconsin
15,14,Syracuse,6-0,325,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Syracuse
16,15,Connecticut,5-0,308,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Connecticut
17,16,Arizona,3-1,298,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Arizona
18,17,Memphis,3-1,263,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Memphis
19,18,Butler,7-0,232,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Butler
20,19,Maryland,7-0,209,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Maryland
21,20,Nevada,5-0,205,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Nevada
22,21,Gonzaga,6-1,201,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Gonzaga
23,22,Wichita State,4-0,187,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Wichita State
24,23,Georgetown,3-1,179,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Georgetown
25,24,Georgia Tech,5-1,175,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Georgia Tech
26,25,Texas,4-1,69,USA Today Coaches Poll,2006-07,4,2007 NCAA Men's Basketball Rankings -  Week 4 (Nov. 27),Texas
2,1,UCLA (55),6-0,1781,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),UCLA
3,2,Pittsburgh (15),8-0,1713,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Pittsburgh
4,3,North Carolina (2),6-1,1619,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),North Carolina
5,4,Alabama,7-0,1550,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Alabama
6,5,Ohio State,7-1,1510,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Ohio State
7,6,Texas A&M,7-0,1385,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Texas A&M
8,7,Florida,7-2,1168,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Florida
9,7,Duke,7-1,1168,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Duke
10,9,LSU,4-1,1099,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),LSU
11,10,Wichita State,6-0,1016,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Wichita State
12,11,Wisconsin,7-1,996,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Wisconsin
13,12,Kansas,6-2,947,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Kansas
14,13,Washington,6-0,908,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Washington
15,14,Arizona,5-1,850,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Arizona
16,15,Butler,9-0,817,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Butler
17,16,Memphis,5-1,816,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Memphis
18,17,Marquette,8-1,731,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Marquette
19,18,Gonzaga,8-1,703,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Gonzaga
20,19,Connecticut,7-0,694,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Connecticut
21,20,Nevada,7-0,461,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Nevada
22,21,Syracuse,7-1,374,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Syracuse
23,22,Oklahoma State,9-0,157,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Oklahoma State
24,23,Maryland,8-1,135,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Maryland
25,24,Xavier,6-1,123,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Xavier
26,25,Georgia Tech,6-2,120,AP Top 25,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Georgia Tech
2,1,UCLA (25),6-0,766,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),UCLA
3,2,Pittsburgh (6),8-0,740,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Pittsburgh
4,3,North Carolina,6-1,676,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),North Carolina
5,4,Ohio State,7-1,659,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Ohio State
6,5,Alabama,7-0,637,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Alabama
7,6,Texas A&M,7-0,562,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Texas A&M
8,7,Florida,7-2,506,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Florida
9,8,Washington,6-0,489,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Washington
10,9,Duke,7-1,488,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Duke
11,10,Connecticut,7-0,407,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Connecticut
12,11,LSU,4-1,401,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),LSU
13,12,Wisconsin,7-1,396,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Wisconsin
14,13,Kansas,6-2,385,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Kansas
15,14,Butler,9-0,380,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Butler
16,15,Arizona,5-1,340,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Arizona
17,16,Wichita State,6-0,331,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Wichita State
18,17,Memphis,5-1,314,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Memphis
19,18,Gonzaga,8-1,296,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Gonzaga
20,19,Nevada,7-0,276,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Nevada
21,20,Marquette,8-1,263,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Marquette
22,21,Syracuse,7-1,145,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Syracuse
23,22,Maryland,8-1,138,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Maryland
24,23,Air Force,8-1,79,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Air Force
25,24,Oklahoma State,9-0,64,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Oklahoma State
26,25,Michigan State,7-2,46,USA Today Coaches Poll,2006-07,5,2007 NCAA Men's Basketball Rankings -  Week 5 (Dec. 4),Michigan State
2,1,UCLA (58),8-0,1786,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),UCLA
3,2,Pittsburgh (11),10-0,1707,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Pittsburgh
4,3,North Carolina (1),7-1,1664,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),North Carolina
5,4,Ohio State (2),8-1,1591,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Ohio State
6,5,Florida,8-2,1377,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Florida
7,6,Duke,9-1,1361,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Duke
8,7,Wisconsin,9-1,1267,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Wisconsin
9,8,Wichita State,7-0,1250,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Wichita State
10,9,Alabama,8-1,1174,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Alabama
11,10,Arizona,7-1,1157,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Arizona
12,11,Kansas,8-2,1104,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Kansas
13,12,LSU,5-2,960,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),LSU
14,13,Texas A&M,7-2,886,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Texas A&M
15,14,Connecticut,8-0,872,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Connecticut
16,15,Oklahoma State,11-0,738,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Oklahoma State
17,16,Gonzaga,9-2,711,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Gonzaga
18,17,Washington,7-1,566,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Washington
19,18,Butler,10-1,483,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Butler
20,19,Memphis,7-2,467,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Memphis
21,20,Marquette,9-2,443,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Marquette
22,21,Notre Dame,7-1,312,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Notre Dame
23,22,Oregon,7-0,271,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Oregon
24,23,Syracuse,8-2,171,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Syracuse
25,24,Air Force,10-1,142,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Air Force
26,25,Nevada,7-1,123,AP Top 25,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Nevada
2,1,UCLA (26),8-0,770,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),UCLA
3,2,Pittsburgh (4),10-0,737,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Pittsburgh
4,3,North Carolina,7-1,708,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),North Carolina
5,4,Ohio State (1),8-1,689,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Ohio State
6,5,Florida,8-2,586,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Florida
7,6,Duke,9-1,584,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Duke
8,7,Wisconsin,9-1,538,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Wisconsin
9,8,Connecticut,8-0,486,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Connecticut
10,9,Alabama,8-1,480,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Alabama
11,10,Wichita State,7-0,476,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Wichita State
12,11,Arizona,7-1,473,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Arizona
13,12,Kansas,8-2,443,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Kansas
14,13,Texas A&M,7-2,341,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Texas A&M
15,14,Washington,7-1,332,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Washington
16,15,LSU,5-2,327,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),LSU
17,16,Gonzaga,9-2,309,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Gonzaga
18,17,Oklahoma State,11-0,294,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Oklahoma State
19,18,Butler,10-1,267,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Butler
20,19,Memphis,7-2,205,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Memphis
21,20,Air Force,10-1,204,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Air Force
22,21,Nevada,7-1,144,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Nevada
23,22,Marquette,9-2,137,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Marquette
24,23,Michigan State,9-2,74,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Michigan State
25,24,Oregon,7-0,70,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Oregon
26,25,Clemson,10-0,67,USA Today Coaches Poll,2006-07,6,2007 NCAA Men's Basketball Rankings -  Week 6 (Dec. 11),Clemson
2,1,UCLA (68),9-0,1796,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),UCLA
3,2,North Carolina (1),8-1,1710,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),North Carolina
4,3,Ohio State (3),9-1,1654,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Ohio State
5,4,Wisconsin,11-1,1507,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Wisconsin
6,5,Florida,9-2,1428,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Florida
7,6,Duke,9-1,1367,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Duke
8,7,Pittsburgh,10-1,1340,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Pittsburgh
9,8,Wichita State,8-0,1275,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Wichita State
10,9,Arizona,8-1,1186,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Arizona
11,10,Alabama,9-1,1173,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Alabama
12,11,Kansas,8-2,1117,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Kansas
13,12,LSU,6-2,954,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),LSU
14,13,Texas A&M,9-2,893,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Texas A&M
15,14,Connecticut,9-0,875,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Connecticut
16,15,Oklahoma State,11-0,808,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Oklahoma State
17,16,Butler,11-1,600,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Butler
18,17,Washington,8-1,569,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Washington
19,18,Memphis,8-2,481,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Memphis
20,19,Marquette,10-2,473,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Marquette
21,20,Notre Dame,8-1,411,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Notre Dame
22,21,Oregon,10-0,370,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Oregon
23,22,Gonzaga,9-3,279,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Gonzaga
24,23,Syracuse,9-2,200,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Syracuse
25,24,Air Force,11-1,193,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Air Force
26,25,Nevada,9-1,142,AP Top 25,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Nevada
2,1,UCLA (29),9-0,772,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),UCLA
3,2,North Carolina,8-1,732,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),North Carolina
4,3,Ohio State (2),9-1,722,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Ohio State
5,4,Florida,9-2,620,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Florida
6,5,Wisconsin,11-1,615,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Wisconsin
7,6,Duke,9-1,592,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Duke
8,7,Pittsburgh,10-1,560,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Pittsburgh
9,8,Wichita State,8-0,518,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Wichita State
10,9,Arizona,8-1,501,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Arizona
11,10,Alabama,9-1,499,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Alabama
12,11,Connecticut,9-0,493,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Connecticut
13,12,Kansas,8-2,437,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Kansas
14,13,Texas A&M,9-2,366,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Texas A&M
15,14,Oklahoma State,11-0,320,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Oklahoma State
16,15,LSU,6-2,319,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),LSU
17,16,Butler,11-1,300,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Butler
18,17,Washington,8-1,288,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Washington
19,18,Memphis,8-2,223,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Memphis
20,19,Air Force,11-1,207,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Air Force
21,20,Nevada,9-1,168,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Nevada
22,21,Marquette,10-2,130,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Marquette
23,22,Clemson,10-0,117,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Clemson
24,23,Oregon,10-0,116,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Oregon
25,24,Gonzaga,9-3,108,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Gonzaga
26,25,Michigan State,10-2,87,USA Today Coaches Poll,2006-07,7,2007 NCAA Men's Basketball Rankings -  Week 7 (Dec. 18),Michigan State
2,1,UCLA (71),11-0,1799,AP Top 25,2006-07,8,2007 NCAA Men's Basketball Rankings -  Week 8 (Dec. 25),UCLA
3,2,North Carolina (1),10-1,1720,AP Top 25,2006-07,8,2007 NCAA Men's Basketball Rankings -  Week 8 (Dec. 25),North Carolina
4,3,Florida,11-2,1615,AP Top 25,2006-07,8,2007 NCAA Men's Basketball Rankings -  Week 8 (Dec. 25),Florida
5,4,Wisconsin,12-1,1577,AP Top 25,2006-07,8,2007 NCAA Men's Basketball Rankings -  Week 8 (Dec. 25),Wisconsin
6,5,Duke,11-1,1457,AP Top 25,2006-07,8,2007 NCAA Men's Basketball Rankings -  Week 8 (Dec. 25),Duke
7,6,Ohio State,10-2,1351,AP Top 25,2006-07,8,2007 NCAA Men's Basketball Rankings -  Week 8 (Dec. 25),Ohio State
